FoRAGE_ID,Inter_ID,Source,Predation_or_Parasitism,Dim,Field,Habitat,Fresh_or_Marine,Predator_cellularity,Vert_invert_pred,Major_grouping_1_pred,Major_grouping_2_pred,Predator_scientific_name,Predator_type,Trophic_level_predator,Prey_cellularity,Vert_invert_prey,Major_grouping_1_prey,Major_grouping_2_prey,Prey,Prey_scientific_name,Prey_type,Trophic_level_prey,DataOrigin,PreyReplaced,Hours_starved,Temp_C,Interference,PredPerArena,TwoD_Arena_size_cm2,ThreeD_arena_size_cm3,Predator_mass_mg,Predator_mass_source_code,Pred Mass link,Predator_mass_identifier,Prey_mass_mg,Prey_mass_source_code,Prey_mass_identifier,Data_set,Mean_R2_of_fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,Fitted_a_2,Fitted_h_2,CV_ELPD_2,Fitted_a_3_aa,Fitted_h_3_aa,Fitted_k_3_aa,CV_ELPD_3_aa,Fitted_a_3_ref,Fitted_h_3_ref,CV_ELPD_3_ref,Fitted_k_3_ref,REF_over_type2,AA_over_type2,,
1691,42,Taylor 1988 J ANIMAL ECO,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Bracon hebetor,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Indianmeal moth,Plodia interpunctella,Medium larvae,2,Point,N,,,Y,2,1.77E+02,,1.06,,"https://jad.hcmuaf.edu.vn/index.php/jad/article/view/1126#:~:text=Females%20of%20B.,was%203.5%20±%200.21%20mm.",,1.75E+01,Original species mass,5,1696,0.52,-10.56,1.35E-02,7.51E-03,2.24E-02,1.85E-01,1.45E-01,2.20E-01,,,0.41,0.39,-76.62,0.5,2.64,11.63,-76.6,0.49,2.64,-76.67,12.31,0.000690394,-0.000287141,,
1683,39,Taylor 1988 J ANIMAL ECO,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Bracon hebetor,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Mediterranean flour moth,Anagasta kuehniella,Small larvae,2,Point,N,,,Y,4,1.77E+02,,1.06,,"https://jad.hcmuaf.edu.vn/index.php/jad/article/view/1126#:~:text=Females%20of%20B.,was%203.5%20±%200.21%20mm.",,2.25E+01,Original species mass,1,1688,0.73,-28.24,6.10E-03,4.25E-03,1.12E-02,1.93E-01,1.40E-01,2.80E-01,,,0,0,-115.38,0,0,70134.95,-114.57,0,0,-114.81,24763.06,-0.004963776,-0.007049529,,
1686,40,Taylor 1988 J ANIMAL ECO,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Bracon hebetor,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Mediterranean flour moth,Anagasta kuehniella,Medium larvae,2,Point,N,,,Y,4,1.77E+02,,1.06,,"https://jad.hcmuaf.edu.vn/index.php/jad/article/view/1126#:~:text=Females%20of%20B.,was%203.5%20±%200.21%20mm.",,3.00E+01,Original species mass,2,1691,0.68,-29.73,6.79E-03,4.73E-03,1.05E-02,2.03E-01,1.57E-01,2.46E-01,,,0,0.01,-124.95,0,0.01,144952.55,-121.46,0,0.01,-109.44,106487.9,-0.124110169,-0.027880866,,
1689,41,Taylor 1988 J ANIMAL ECO,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Bracon hebetor,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Indianmeal moth,Plodia interpunctella,Small larvae,2,Point,N,,,Y,4,1.77E+02,,1.06,,"https://jad.hcmuaf.edu.vn/index.php/jad/article/view/1126#:~:text=Females%20of%20B.,was%203.5%20±%200.21%20mm.",,1.25E+01,Original species mass,4,1694,0.64,-13.06,6.45E-03,4.62E-03,1.11E-02,1.62E-01,1.11E-01,2.25E-01,,,0,0.01,-118.16,0,0.01,110528.2,-116.2,0,0.01,-116.1,34464.67,-0.017366363,-0.016544339,,
1692,42,Taylor 1988 J ANIMAL ECO,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Bracon hebetor,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Indianmeal moth,Plodia interpunctella,Medium larvae,2,Point,N,,,Y,4,1.77E+02,,1.06,,"https://jad.hcmuaf.edu.vn/index.php/jad/article/view/1126#:~:text=Females%20of%20B.,was%203.5%20±%200.21%20mm.",,1.75E+01,Original species mass,5,1697,0.64,-15.98,6.39E-03,4.36E-03,1.01E-02,1.78E-01,1.39E-01,2.40E-01,,,0.06,0.01,-56.09,0.09,0.01,105.43,-56.54,0.08,0.01,-56.77,48.78,0.012195958,0.008110123,,
677,43,Von Westernhagen and Rosenthal 1976 FISHERY BULLETIN,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Hyperoche medusarum,"Immature, wild caught",,Metazoan,Vertebrate,Fish,Clupeidae,Pacific herring,Clupea harengus,Yolk-sac larvae,,Mean,N,,9,Y,1,,5.00E+02,6.63E-02,Original length,,1,3.91E+00,Original length,6,682,0.66,124.58,2.51E-04,1.78E-04,3.59E-04,5.54E-02,2.40E-02,9.36E-02,,,0.03,0.01,-55.14,0.04,0.01,141.02,-55.06,0.04,0.01,-55.31,87.49,0.003147945,-0.001398431,,
678,43,Von Westernhagen and Rosenthal 1976 FISHERY BULLETIN,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Hyperoche medusarum,"Immature, wild caught",,Metazoan,Vertebrate,Fish,Clupeidae,Pacific herring,Clupea harengus,Yolk-sac larvae,,Mean,N,,9,Y,2,,5.00E+02,6.63E-02,Original length,,1,3.91E+00,Original length,6,683,0.58,72.22,1.86E-04,1.31E-04,2.74E-04,1.14E-01,6.41E-02,1.73E-01,,,0.04,0.03,-61.15,0.07,0.03,181.48,-59.81,0.08,0.03,-58.62,150.01,-0.041445008,-0.021950802,,
679,43,Von Westernhagen and Rosenthal 1976 FISHERY BULLETIN,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Hyperoche medusarum,"Immature, wild caught",,Metazoan,Vertebrate,Fish,Clupeidae,Pacific herring,Clupea harengus,Yolk-sac larvae,,Mean,N,,9,Y,4,,5.00E+02,6.63E-02,Original length,,1,3.91E+00,Original length,6,684,0.59,5.65,1.37E-04,9.47E-05,2.12E-04,2.14E-01,1.23E-01,3.18E-01,,,27240.63,3.28,-6.77,28236.39,26.35,0.86,-6.9,28031.91,25.64,-6.89,0.88,0.017573236,0.019274139,,
680,43,Von Westernhagen and Rosenthal 1976 FISHERY BULLETIN,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Hyperoche medusarum,"Immature, wild caught",,Metazoan,Vertebrate,Fish,Clupeidae,Pacific herring,Clupea harengus,Yolk-sac larvae,,Mean,N,,9,Y,8,,5.00E+02,6.63E-02,Original length,,1,3.91E+00,Original length,6,685,0.61,-15.04,7.24E-05,5.07E-05,1.08E-04,1.78E-01,8.28E-02,3.24E-01,,,35816.85,5.24,-1.31,36056.21,34.66,1.1,-1.64,35681.63,35.76,-1.71,1.09,0.30631224,0.254318454,,
681,43,Von Westernhagen and Rosenthal 1976 FISHERY BULLETIN,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Hyperoche medusarum,"Immature, wild caught",,Metazoan,Vertebrate,Fish,Clupeidae,Pacific herring,Clupea harengus,Yolk-sac larvae,,Mean,N,,9,Y,16,,5.00E+02,6.63E-02,Original length,,1,3.91E+00,Original length,6,686,0.67,-20.2,4.85E-05,3.72E-05,7.08E-05,1.15E-01,1.52E-02,2.42E-01,,,0,1.58,-25.46,0.01,4.41,1809.98,-25.98,0,3.89,-25.39,1228.16,-0.002736743,0.020398747,,
